rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/clip_fraction,train/n_updates,train/entropy_loss,train/policy_gradient_loss,train/value_loss,train/clip_range,train/learning_rate,train/loss,train/explained_variance,train/approx_kl
367.02,58,620544,805,133.82606075,147,0.115380859375,3020,-0.5582731406204402,-0.0029900165696744806,92.743651022017,0.2,0.0003,11.536303520202637,0.850566565990448,0.013609732
364.69,59,622592,820,136.88451127000002,147,0.03466796875,3030,-0.572730930801481,-0.0003756425678147934,240.61617558002473,0.2,0.0003,141.38131713867188,0.7186447978019714,0.0038473015
363.26,60,624640,837,138.98071585,146,0.05439453125,3040,-0.5478100667707622,-0.0010402649437310173,112.56106243729592,0.2,0.0003,40.95721435546875,0.8982175588607788,0.004017708
368.59,61,626688,855,139.54746807,146,0.13037109375,3050,-0.6564247370697558,-0.004968412144808099,21.93895592391491,0.2,0.0003,12.61390495300293,0.9781343936920166,0.0118911015
364.91,62,628736,872,139.08146297,145,0.0447265625,3060,-0.5228935564868152,-0.0006153537542559206,111.58492413759231,0.2,0.0003,39.60249328613281,0.8682125210762024,0.003974215
375.85,63,630784,890,139.95022887000002,144,0.04638671875,3070,-0.5963020117022098,-0.0025604075417504646,175.62246305048467,0.2,0.0003,143.298583984375,0.7921430468559265,0.0042838436
375.18,64,632832,907,142.67598867,144,0.04521484375,3080,-0.5856642264872789,-0.001001429338066373,175.07706347107887,0.2,0.0003,20.159841537475586,0.8515611886978149,0.0040008808
365.57,65,634880,925,141.11039773,143,0.03271484375,3090,-0.44662053221836684,-0.001765202653768938,195.36618280410767,0.2,0.0003,50.33647155761719,0.6970731616020203,0.003761388
362.67,66,636928,943,135.86130016,143,0.039697265625,3100,-0.5244628706015646,-0.001440197150077438,172.99618518352509,0.2,0.0003,117.58142852783203,0.7937936782836914,0.0024395906
361.5,67,638976,961,136.99565632,142,0.054150390625,3110,-0.5110286731272936,-0.0028729999175993726,169.157626247406,0.2,0.0003,143.9669952392578,0.8099590539932251,0.007069396
365.64,68,641024,978,137.26335981,142,0.060009765625,3120,-0.5437375228852034,-0.004954613629524829,118.33656168580055,0.2,0.0003,54.63984298706055,0.7647207975387573,0.005078133
366.05,69,643072,996,138.48222765,141,0.063623046875,3130,-0.5363393086008728,-0.003693933435715735,148.0404960244894,0.2,0.0003,16.3089542388916,0.8219791054725647,0.0054985997
363.82,70,645120,1014,143.44040631000001,141,0.0470703125,3140,-0.5987788415513933,-0.0010791008986416272,130.14123271107673,0.2,0.0003,33.49462890625,0.6918356418609619,0.0059856763
364.62,71,647168,1031,146.18247409999998,140,0.0466796875,3150,-0.5556726044043898,-0.0004754751164000481,89.4898199737072,0.2,0.0003,8.775742530822754,0.8477703332901001,0.005428578
369.82,72,649216,1048,142.07222307,140,0.07216796875,3160,-0.5447775816544891,-0.001994142503826879,60.80034476816654,0.2,0.0003,6.823614597320557,0.8445086479187012,0.006909169
373.91,73,651264,1065,140.17938917,140,0.056201171875,3170,-0.5994717891328036,0.0008765862265136092,102.53978214859963,0.2,0.0003,4.323800563812256,0.8035663366317749,0.005243367
378.34,74,653312,1082,136.24510738,139,0.0900390625,3180,-0.5314276899211109,-0.0006494252884294838,46.20326192378998,0.2,0.0003,23.95494842529297,0.9298929572105408,0.00933701
368.46,75,655360,1100,137.57115129000005,139,0.07197265625,3190,-0.6332435667514801,-0.005737886184942908,217.5391433775425,0.2,0.0003,121.27714538574219,0.7003060579299927,0.0059199906
381.8,76,657408,1117,139.21015726,139,0.039599609375,3200,-0.6077652988024056,-0.0007559877201856579,120.27586361169816,0.2,0.0003,71.9003677368164,0.7336486577987671,0.004211066
396.02,77,659456,1135,142.80542702,138,0.076123046875,3210,-0.5252794364467264,-0.0055827773132477885,77.08841686546802,0.2,0.0003,60.56489181518555,0.8560536503791809,0.042852055
399.13,78,661504,1152,143.04100936999998,138,0.034521484375,3220,-0.5486864204518497,-0.003604825708316639,74.03735681176185,0.2,0.0003,24.89895248413086,0.8554115891456604,0.0053781043
401.21,79,663552,1169,141.56982504000004,138,0.055029296875,3230,-0.6294932868331671,-0.0023627537448192015,66.65460453927517,0.2,0.0003,12.072370529174805,0.8886553645133972,0.0052747605
397.32,80,665600,1186,141.96597143,138,0.01962890625,3240,-0.5068111657164991,-0.0009405605494976043,107.68689950406551,0.2,0.0003,10.546822547912598,0.822639524936676,0.0021718442
399.86,81,667648,1204,138.39986142999996,137,0.075048828125,3250,-0.6030210449360311,9.275623160647229e-05,107.00566604733467,0.2,0.0003,28.8065242767334,0.8516241312026978,0.004868459
400.56,82,669696,1221,140.88502349,137,0.0326171875,3260,-0.5391865271143615,-0.000991631340002641,195.62953074574472,0.2,0.0003,20.424549102783203,0.8043658137321472,0.0044879885
411.68,83,671744,1238,140.04782287,137,0.13310546875,3270,-0.577876840531826,-0.001209496849332936,76.16310204565525,0.2,0.0003,24.954057693481445,0.770437479019165,0.009838536
418.96,84,673792,1256,138.56797275,136,0.07373046875,3280,-0.5730455379001796,-0.002722182912111748,33.578833173215386,0.2,0.0003,16.152658462524414,0.937079668045044,0.008344719
423.87,85,675840,1273,137.83702355,136,0.1208984375,3290,-0.4975213846191764,-0.004578359793231357,70.2751089528203,0.2,0.0003,69.45238494873047,0.874992311000824,0.006543794
430.61,86,677888,1290,136.99988193,136,0.070068359375,3300,-0.5041629395447671,-0.004746950996923261,110.06435663700104,0.2,0.0003,45.86473083496094,0.831427276134491,0.009394675
433.89,87,679936,1308,141.28908786999997,136,0.063037109375,3310,-0.5261877754703164,-0.0010916335144429468,89.40561630427837,0.2,0.0003,34.52470779418945,0.7967399954795837,0.008064052
443.49,88,681984,1325,139.31683099000003,135,0.070556640625,3320,-0.5282512390054762,-0.0013925734514486977,20.595698979496955,0.2,0.0003,13.141810417175293,0.9408621788024902,0.0073385383
437.05,89,684032,1343,147.12782808999998,135,0.040673828125,3330,-0.5793068962171674,-0.0021400701676611788,62.792786231637,0.2,0.0003,17.325153350830078,0.7576618790626526,0.0045280843
436.91,90,686080,1361,147.52986369,135,0.059765625,3340,-0.52451540697366,-0.002008194223162718,70.8862195134163,0.2,0.0003,52.76963806152344,0.867812991142273,0.0042732093
441.97,91,688128,1378,146.62409402,135,0.065673828125,3350,-0.5750046984292567,0.0005270785855827853,61.83285994678736,0.2,0.0003,31.173627853393555,0.8040247559547424,0.0061092204
437.64,92,690176,1396,149.60481625,134,0.080859375,3360,-0.6271784344688058,-0.004063906932424288,55.658866706490514,0.2,0.0003,9.109444618225098,0.9238122701644897,0.00777198
443.81,93,692224,1412,147.66806527999998,134,0.024267578125,3370,-0.5031385994516313,-0.0022863924386911094,119.22900567054748,0.2,0.0003,13.235260009765625,0.8099051713943481,0.003193798
434.15,94,694272,1430,149.48191022,134,0.05537109375,3380,-0.676422830671072,0.0002099750709021464,28.0189083352685,0.2,0.0003,15.751315116882324,0.9518958926200867,0.0031217874
439.18,95,696320,1447,148.31575682,134,0.053759765625,3390,-0.6458053387701511,-0.003170269505062606,98.95033441781997,0.2,0.0003,94.97541809082031,0.9025329351425171,0.0042106155
441.22,96,698368,1464,160.23287184999998,134,0.075927734375,3400,-0.549380842782557,-0.0014378815772943198,60.13145984113216,0.2,0.0003,11.746536254882812,0.8821564316749573,0.0072957203
421.78,97,700416,1481,163.24104665000002,134,0.037744140625,3410,-0.4445551039651036,-0.0024179406522307546,111.18396111130714,0.2,0.0003,89.71907806396484,0.5845333337783813,0.0036640626
413.5,98,702464,1499,165.63961232999998,133,0.067822265625,3420,-0.5016738161444664,-0.0051899108686484395,91.7686036080122,0.2,0.0003,16.468284606933594,0.8967518210411072,0.006768182
405.38,99,704512,1516,170.32304668,133,0.057275390625,3430,-0.532455038651824,-0.0006005051283864305,55.1041322350502,0.2,0.0003,21.379091262817383,0.8941323161125183,0.008371156
408.78,100,706560,1534,165.34959164,133,0.090087890625,3440,-0.5491590258665383,-0.0031391740281833335,62.025231301784515,0.2,0.0003,11.507342338562012,0.8932792544364929,0.004339225
416.99,101,708608,1552,169.63047322999998,133,0.039697265625,3450,-0.5280650174245238,-0.0033806972205638885,185.94396037459373,0.2,0.0003,151.06585693359375,0.7276173830032349,0.0043435423
420.6,102,710656,1569,168.95544353000003,133,0.08701171875,3460,-0.5858957294374705,-0.00037427164570544844,73.1276106968522,0.2,0.0003,12.384987831115723,0.9240274429321289,0.011556258
417.29,103,712704,1587,168.49176293000005,132,0.103955078125,3470,-0.6456692071631551,-0.0013909766217693686,21.22383656203747,0.2,0.0003,6.786970138549805,0.9212648272514343,0.008257927
397.61,104,714752,1604,175.35243135000002,132,0.040771484375,3480,-0.5516328304074705,-0.0019930188660509883,120.76166126132011,0.2,0.0003,63.52613067626953,0.7592538595199585,0.0073600686
403.89,105,716800,1622,171.77962626000001,132,0.056591796875,3490,-0.48898933213204143,-0.002944356855005026,157.2994328081608,0.2,0.0003,52.468746185302734,0.7878976464271545,0.0055536935
403.65,106,718848,1639,172.28537846,132,0.080859375,3500,-0.6093464959412813,-0.0018595675981487147,57.88188017755747,0.2,0.0003,26.564130783081055,0.898276686668396,0.010178695
382.28,107,720896,1657,175.21037526000003,132,0.069970703125,3510,-0.5454967325553298,0.001707108637492638,56.660991814732554,0.2,0.0003,4.311922073364258,0.8184522390365601,0.0069349688
389.16,108,722944,1674,173.88575540000002,132,0.036083984375,3520,-0.4992532548494637,-0.0013009998670895583,97.43549547195434,0.2,0.0003,30.472274780273438,0.8695340752601624,0.0033359784
387.76,109,724992,1691,173.67132537999996,131,0.207275390625,3530,-0.5972020979970694,-0.005123662130790763,36.784829045832154,0.2,0.0003,5.214168071746826,0.7479475140571594,0.017305586
387.6,110,727040,1708,179.93734451000003,131,0.05849609375,3540,-0.5364049708470702,-0.002696391327481251,86.83629233539105,0.2,0.0003,25.61073875427246,0.8711501955986023,0.005607865
376.39,111,729088,1725,178.96480581,131,0.09052734375,3550,-0.5653117344714701,-0.0012338198168436066,14.031454065442086,0.2,0.0003,3.9802002906799316,0.9579213857650757,0.008704706
355.78,112,731136,1742,179.27575724000002,131,0.06435546875,3560,-0.414044479560107,-0.010977273514436092,90.7706527799368,0.2,0.0003,8.03948974609375,0.7362728714942932,0.017330166
346.77,113,733184,1759,176.74835661999998,131,0.032421875,3570,-0.45952984020113946,-0.0006542619870742783,79.1938650354743,0.2,0.0003,36.09378433227539,0.8835417032241821,0.004821699
355.76,114,735232,1776,175.82512374,131,0.0373046875,3580,-0.4369367781095207,-0.0020296218877774662,125.05968542099,0.2,0.0003,15.899529457092285,0.8786041140556335,0.0047094934
363.03,115,737280,1793,173.76390845000006,131,0.0904296875,3590,-0.5729476068168878,-0.004164486765512265,33.69272602647543,0.2,0.0003,6.983275413513184,0.869215190410614,0.023797901
360.35,116,739328,1810,177.50645623999998,131,0.039599609375,3600,-0.5491148533299566,-0.0009634829359129072,84.56185183078051,0.2,0.0003,28.910804748535156,0.8698412775993347,0.006390243
353.25,117,741376,1827,172.70546076000002,131,0.0666015625,3610,-0.480096364300698,-0.0061277781933313236,94.13780143260956,0.2,0.0003,38.808311462402344,0.7357990145683289,0.0064629707
359.33,118,743424,1844,176.41892651,131,0.0296875,3620,-0.4679146442562342,-0.0013827751172357239,119.06835060715676,0.2,0.0003,22.720991134643555,0.8781278729438782,0.0033276752
359.25,119,745472,1861,177.25776028,130,0.04345703125,3630,-0.4712618598714471,-0.0026013468843302688,157.8147906422615,0.2,0.0003,77.79625701904297,0.7534389495849609,0.0030383333
347.79,120,747520,1878,182.33480505000003,130,0.1091796875,3640,-0.6292350437492132,-0.000703690861701034,37.46420917063951,0.2,0.0003,5.7759504318237305,0.841773509979248,0.008212982
351.39,121,749568,1895,181.77096809,130,0.057373046875,3650,-0.5319528340362012,-0.0021884938527364285,76.12742227613926,0.2,0.0003,27.134204864501953,0.9262753129005432,0.007959874
354.43,122,751616,1913,176.59447725,130,0.050732421875,3660,-0.47582802828401327,-0.0024553618830395864,77.43004240989686,0.2,0.0003,36.285560607910156,0.8054063320159912,0.009428451
357.57,123,753664,1932,178.96593378999998,130,0.061083984375,3670,-0.4811197895556688,-0.004765321471495554,137.8199129343033,0.2,0.0003,43.651161193847656,0.5839927196502686,0.009623096
364.48,124,755712,1949,177.26201856,130,0.0423828125,3680,-0.3889384435489774,-0.0026592486407025716,90.11984543502331,0.2,0.0003,41.70915222167969,0.6833799481391907,0.0025399677
377.81,125,757760,1967,174.84372211000002,130,0.145361328125,3690,-0.49635683381929996,-0.004351543109805789,79.91645198017359,0.2,0.0003,93.64823913574219,0.804951548576355,0.016379483
375.72,126,759808,1985,178.37384501999998,129,0.08388671875,3700,-0.5467122758738696,-0.003545837702404242,82.23706676363945,0.2,0.0003,6.566217422485352,0.841833233833313,0.005142841
375.1,127,761856,2003,173.97019741,129,0.06220703125,3710,-0.4951111585833132,-0.00306762004038319,96.95872829556465,0.2,0.0003,64.5016098022461,0.8719958066940308,0.00798814
366.57,128,763904,2020,173.00599654,129,0.0970703125,3720,-0.5485431188717484,-0.004636141771334224,144.48306900858879,0.2,0.0003,178.36329650878906,0.8259269595146179,0.005619238
365.2,129,765952,2038,167.70235292,129,0.096875,3730,-0.5122257776558399,-0.0025516065186820926,142.86843315958976,0.2,0.0003,66.0864028930664,0.7964098453521729,0.00921647
367.37,130,768000,2055,172.38777807999998,129,0.0462890625,3740,-0.4710614025592804,-0.002496919198893011,127.16053248047828,0.2,0.0003,37.94611358642578,0.8409106135368347,0.009164374
380.95,131,770048,2072,170.20149620999996,129,0.06953125,3750,-0.5184111900627613,-0.002012415978242643,60.09533352553844,0.2,0.0003,8.194917678833008,0.8626163601875305,0.006063164
394.86,132,772096,2090,170.40268939,129,0.10078125,3760,-0.5860487153753638,0.0016453684278531,60.79863677620888,0.2,0.0003,8.451769828796387,0.8450280427932739,0.0080404775
397.83,133,774144,2107,169.42837334,129,0.105322265625,3770,-0.5134933101944625,-0.00017864438268588856,16.001496758684517,0.2,0.0003,3.335416555404663,0.8793503642082214,0.0053015
394.26,134,776192,2125,170.05812617,129,0.065478515625,3780,-0.5539513849653304,-0.0018783792766043916,37.066738814860585,0.2,0.0003,4.676872730255127,0.7734248638153076,0.0063166134
395.83,135,778240,2142,173.42336878999998,129,0.149951171875,3790,-0.5467629561200738,-0.005402369200601243,23.800352782011032,0.2,0.0003,15.541866302490234,0.849692702293396,0.013466644
394.97,136,780288,2159,174.37237553999995,128,0.037890625,3800,-0.42993244705721734,-0.0014671386918053031,24.856080763041973,0.2,0.0003,4.595625877380371,0.9385356903076172,0.0024610853
396.36,137,782336,2176,174.66952796,128,0.0814453125,3810,-0.5016534204594791,-0.00022956940083531662,69.92704860121012,0.2,0.0003,12.135612487792969,0.8926078081130981,0.0026823564
386.55,138,784384,2194,179.35747236000006,128,0.054638671875,3820,-0.5241935465484857,-0.0005423825510661118,89.41603082120419,0.2,0.0003,42.477622985839844,0.753084123134613,0.0058802767
395.15,139,786432,2211,174.61441748999997,128,0.050341796875,3830,-0.4382972614839673,-0.004017943775397726,52.829295593500134,0.2,0.0003,13.309287071228027,0.8826480507850647,0.0046691406
404.32,140,788480,2229,175.99039942,128,0.102197265625,3840,-0.49075540993362665,-0.0035754915355937556,87.99906037300825,0.2,0.0003,17.583280563354492,0.7158646583557129,0.011855637
400.93,141,790528,2246,171.19238133000002,128,0.05361328125,3850,-0.4726894467137754,-0.004971443457179703,94.01151557862758,0.2,0.0003,19.9807186126709,0.634046196937561,0.005597529
398.63,142,792576,2264,174.31669874999997,128,0.023974609375,3860,-0.42107566371560096,-0.0011650615342659876,128.7363037586212,0.2,0.0003,96.00362396240234,0.7866309881210327,0.002362843
383.03,143,794624,2281,180.00596865000003,128,0.129638671875,3870,-0.5016473848372698,-0.004858695639995858,64.20664941966534,0.2,0.0003,24.65943717956543,0.8614001274108887,0.012320055
383.15,144,796672,2299,181.49957045,128,0.040966796875,3880,-0.48514614868909123,-0.0008539825212210417,52.3594640225172,0.2,0.0003,12.045894622802734,0.8893347978591919,0.005569756
375.73,145,798720,2316,185.65607372,128,0.034375,3890,-0.48809881815686823,-0.0027266324264928698,55.00833856314421,0.2,0.0003,26.701244354248047,0.8128526210784912,0.005952399
380.83,146,800768,2334,190.50906812999997,128,0.04599609375,3900,-0.44891415825113656,-0.004045922878140118,65.29764571785927,0.2,0.0003,28.36556625366211,0.8548386096954346,0.0044900635
387.03,147,802816,2351,190.1972544,128,0.0462890625,3910,-0.43166431030258534,-0.005050625548756215,97.31100774407386,0.2,0.0003,54.96448516845703,0.8599154353141785,0.005099699
389.62,148,804864,2368,194.5247278,127,0.0671875,3920,-0.5147151731885969,-0.000536995695438236,34.37646985799074,0.2,0.0003,20.81407356262207,0.8812295198440552,0.006967603
394.47,149,806912,2385,187.87162380000007,127,0.047705078125,3930,-0.4630769405514002,-0.0010842810006579384,53.54258445501328,0.2,0.0003,7.679742813110352,0.8994110822677612,0.0045486353
381.15,150,808960,2402,190.66638719,127,0.1158203125,3940,-0.5173078159801662,-0.005330057079845574,109.27259854972363,0.2,0.0003,54.56711196899414,0.8104729652404785,0.014012251
384.33,151,811008,2419,186.03624529,127,0.056103515625,3950,-0.5008672025054693,-0.002667040456435643,91.77145318388939,0.2,0.0003,4.47606897354126,0.7886794805526733,0.003575258
375.34,152,813056,2436,184.37273906,127,0.06591796875,3960,-0.5638259009458124,-0.0005981010850518942,79.90641529411077,0.2,0.0003,16.57979965209961,0.8363749980926514,0.004624661
386.96,153,815104,2453,182.23185295999997,127,0.053076171875,3970,-0.5190254698507488,-0.002963125435053371,58.87832885533571,0.2,0.0003,4.3492112159729,0.8281432390213013,0.003966933
385.36,154,817152,2470,175.48876316999997,127,0.055419921875,3980,-0.5494728768244386,-0.0031717075587948786,35.20403988361359,0.2,0.0003,17.01260757446289,0.8080182075500488,0.03217767
397.43,155,819200,2487,174.35631084,127,0.03369140625,3990,-0.45471869837492707,-0.00019847510557156057,120.09666194319725,0.2,0.0003,52.15190124511719,0.7566685676574707,0.0042886673
394.48,156,821248,2504,178.02906192000003,127,0.049609375,4000,-0.47662526844069364,-0.0009737770305946469,63.05830312669277,0.2,0.0003,6.043328285217285,0.8386660814285278,0.005134617
399.84,157,823296,2522,178.65026608,127,0.080224609375,4010,-0.3547261406201869,-0.011100832151714712,138.51729107499122,0.2,0.0003,81.56295776367188,0.9092985987663269,0.06987469
407.14,158,825344,2539,177.12790511,127,0.035791015625,4020,-0.4191296176053584,-0.0017363138205837459,56.990884330868724,0.2,0.0003,33.03614044189453,0.8707208037376404,0.0033548665
389.12,159,827392,2557,178.35940272,127,0.089208984375,4030,-0.4761951928026974,0.0002789799793390557,50.04158801734447,0.2,0.0003,38.53476333618164,0.7992436289787292,0.007906646
396.94,160,829440,2575,179.62394463,127,0.049853515625,4040,-0.45678759878501296,-0.0013786348747089506,135.40381368994713,0.2,0.0003,61.644325256347656,0.7838148474693298,0.0067612496
404.26,161,831488,2592,183.55379690000007,127,0.023583984375,4050,-0.3630910268984735,-0.0018900547831435688,65.85622283145786,0.2,0.0003,30.587432861328125,0.7494415044784546,0.006143309
402.93,162,833536,2609,185.82778181999998,127,0.051611328125,4060,-0.4276658514514565,4.879273328697309e-05,35.172378146648406,0.2,0.0003,13.63391399383545,0.8668820261955261,0.0044617513
414.31,163,835584,2627,184.63289394,127,0.049609375,4070,-0.4100345646031201,-0.0001783849875209853,33.79996535480022,0.2,0.0003,8.922447204589844,0.732469379901886,0.0041429573
404.54,164,837632,2645,184.96286808000002,126,0.06416015625,4080,-0.4231247568503022,0.0029795510024996476,16.410413870215415,0.2,0.0003,18.730409622192383,0.8110610246658325,0.0076516485
409.49,165,839680,2662,185.04344697,126,0.076220703125,4090,-0.4915220602415502,-0.0012632020792807453,22.8505044862628,0.2,0.0003,5.599440097808838,0.8223448991775513,0.0056198454
422.78,166,841728,2680,178.71410654000002,126,0.107177734375,4100,-0.47126107113435867,-0.002879129452048801,25.177026621997356,0.2,0.0003,2.9897468090057373,0.8618435859680176,0.004266735
431.86,167,843776,2697,179.44849939,126,0.050048828125,4110,-0.5675915577448905,-0.0009938458475517108,75.20555635094642,0.2,0.0003,8.059914588928223,0.71876060962677,0.0055674873
423.43,168,845824,2715,177.94689126000006,126,0.066064453125,4120,-0.42347100833430884,-0.004856679955264553,51.34168367385864,0.2,0.0003,7.288392066955566,0.8519514203071594,0.009832114
434.21,169,847872,2733,174.92438480000004,126,0.034326171875,4130,-0.4814433884806931,-0.00029107388254487885,102.19197050631047,0.2,0.0003,17.545236587524414,0.6505213379859924,0.0021509994
436.2,170,849920,2750,177.68608830000005,126,0.047900390625,4140,-0.4603571657091379,-0.0008889512406312861,70.57964462637901,0.2,0.0003,14.812117576599121,0.8373087644577026,0.005940452
432.15,171,851968,2768,178.69921078,126,0.1166015625,4150,-0.48430809946730735,-0.003032178565626964,46.334103943407534,0.2,0.0003,44.45012283325195,0.9360300898551941,0.01231393
440.18,172,854016,2785,176.90375360000002,126,0.118994140625,4160,-0.4864127625711262,-0.004293068280094303,151.65175778269767,0.2,0.0003,49.16637420654297,0.5396466851234436,0.015035065
443.48,173,856064,2802,181.26455669999999,126,0.120068359375,4170,-0.5148568412289023,-0.0035205070191295816,24.25192413032055,0.2,0.0003,6.086186408996582,0.7808433175086975,0.017339632
444.89,174,858112,2819,178.89134473000001,126,0.1314453125,4180,-0.5550528793595731,-0.0005328674422344192,19.658574447780847,0.2,0.0003,3.8085193634033203,0.7890309691429138,0.013509248
443.61,175,860160,2836,185.08894518,126,0.047802734375,4190,-0.4697087842039764,-0.001737108241650276,104.17085507959128,0.2,0.0003,19.367576599121094,0.7711485028266907,0.0040057586
449.18,176,862208,2853,184.62011462,126,0.02431640625,4200,-0.4321412012912333,2.5542480580043046e-05,44.95916491299867,0.2,0.0003,6.109592914581299,0.7940208911895752,0.0021533582
439.92,177,864256,2871,183.4840201,126,0.0728515625,4210,-0.5093824974261224,-0.0015659549710107968,31.417569019645452,0.2,0.0003,7.211544036865234,0.8861751556396484,0.009236665
436.39,178,866304,2888,179.39183403000004,126,0.04609375,4220,-0.45791122326627376,-0.0021403456397820265,76.41361463963986,0.2,0.0003,41.17955017089844,0.8492254018783569,0.0055335234
428.53,179,868352,2905,177.68923638000004,126,0.063427734375,4230,-0.4934750174172223,-0.0005189597315620631,74.84736301898957,0.2,0.0003,22.827922821044922,0.8116072416305542,0.004392963
436.28,180,870400,2923,175.77691330999997,126,0.05732421875,4240,-0.4826740505173802,7.868149841669947e-05,51.73833070099354,0.2,0.0003,49.76839828491211,0.8971852660179138,0.017565217
428.53,181,872448,2941,177.95516114999998,126,0.05244140625,4250,-0.5188660869374871,-0.001327778067206964,72.19412195533513,0.2,0.0003,18.808637619018555,0.8863193988800049,0.0043658563
422.58,182,874496,2958,176.32561187,125,0.022607421875,4260,-0.3972471066750586,-0.002931827858265024,107.29834409952164,0.2,0.0003,41.92605972290039,0.5800324082374573,0.00274261
433.17,183,876544,2976,174.29457735,125,0.045947265625,4270,-0.44298785300925375,-0.005270453973207623,125.73564404845237,0.2,0.0003,117.17313385009766,0.7633019089698792,0.004382146
421.76,184,878592,2993,173.91404391999995,125,0.0505859375,4280,-0.45995266204699875,-0.00205326130380854,46.26094551384449,0.2,0.0003,21.746347427368164,0.8537694215774536,0.007332702
425.46,185,880640,3011,167.9839241,125,0.04326171875,4290,-0.4675640705041587,-0.0015491577389184386,59.42386895120144,0.2,0.0003,19.658905029296875,0.8445366621017456,0.00531809
426.73,186,882688,3028,169.14821032,125,0.043505859375,4300,-0.46239002058282497,-0.001102013941272162,105.87158772051335,0.2,0.0003,40.56706237792969,0.7375386357307434,0.004945627
412.76,187,884736,3046,165.62178949,125,0.052587890625,4310,-0.5118519043549895,-0.00212301604624372,53.63374011367559,0.2,0.0003,43.11386489868164,0.863468587398529,0.0066675674
420.8,188,886784,3064,163.8749966,125,0.0630859375,4320,-0.504405921138823,-0.0017318034180789255,126.7305463463068,0.2,0.0003,113.24787902832031,0.8908407688140869,0.011629537
438.2,189,888832,3083,163.85048899,125,0.148583984375,4330,-0.5670861581340432,-0.0031395422643981873,31.436901783943178,0.2,0.0003,10.67801570892334,0.9091697931289673,0.009869695
424.18,190,890880,3102,171.10708982,125,0.17490234375,4340,-0.577724539488554,-0.001879243436269462,11.355116021260619,0.2,0.0003,3.1586334705352783,0.9404236674308777,0.01287083
419.99,191,892928,3119,171.53050486999996,125,0.058935546875,4350,-0.4134727825410664,-0.0033292658801656215,45.90832109004259,0.2,0.0003,9.80777359008789,0.9135674834251404,0.0044755926
409.9,192,894976,3136,172.70093594,125,0.102001953125,4360,-0.48055501179769633,-0.001768343767616898,80.04191536903382,0.2,0.0003,17.95465660095215,0.7983031272888184,0.009952348
417.66,193,897024,3153,171.79636291000003,125,0.040380859375,4370,-0.40189258363097907,-0.0025323083595139907,88.45167953372001,0.2,0.0003,35.65918731689453,0.8921394348144531,0.004639752
417.56,194,899072,3170,170.77176769999997,125,0.160693359375,4380,-0.526362993568182,0.0035912614490371197,7.874359830841422,0.2,0.0003,0.587232768535614,0.8830415606498718,0.01977076
420.88,195,901120,3187,175.40437998000002,125,0.071337890625,4390,-0.36672865208238364,-0.0023367175774183123,24.830311934649945,0.2,0.0003,12.155166625976562,0.8539084196090698,0.003939534
427.1,196,903168,3204,170.38878835000003,125,0.13466796875,4400,-0.5406856432557106,0.0005173352983547375,9.367218236997724,0.2,0.0003,1.7566601037979126,0.9756356477737427,0.00616044
421.88,197,905216,3221,169.13969254000003,125,0.16376953125,4410,-0.5243030794896185,-0.0026863274804782124,101.63188169449568,0.2,0.0003,25.437732696533203,0.7187113761901855,0.011473805
434.36,198,907264,3237,166.98374970999998,125,0.044189453125,4420,-0.4974162560887635,-0.0022095202468335627,98.1939190775156,0.2,0.0003,41.565887451171875,0.8301886320114136,0.0058490196
434.19,199,909312,3255,167.71003713,125,0.035546875,4430,-0.5468385764397681,-0.003333008168556262,48.580809304118155,0.2,0.0003,39.28184127807617,0.8087718486785889,0.008310212
435.98,200,911360,3271,169.84509319,125,0.04287109375,4440,-0.49935975931584836,-0.00019101964280707762,90.6976921826601,0.2,0.0003,6.556918144226074,0.7346453666687012,0.0049035237
437.44,201,913408,3288,169.98675667999998,125,0.03798828125,4450,-0.41179655622690914,-0.00292750584485475,39.53670287132263,0.2,0.0003,22.12517547607422,0.8911383152008057,0.0049083736
438.84,202,915456,3305,170.36900074000002,125,0.0783203125,4460,-0.5092427499592305,-0.0008653427503304556,30.350619070231915,0.2,0.0003,11.577825546264648,0.9110527038574219,0.0041571953
447.59,203,917504,3322,171.18368174000003,125,0.02939453125,4470,-0.47409706050530076,0.00040220481751021,26.211135445535184,0.2,0.0003,21.353015899658203,0.9125226140022278,0.0027443036
459.12,204,919552,3338,168.00483315000002,125,0.044287109375,4480,-0.5085579123347997,-0.00033098663843702527,48.465382465720175,0.2,0.0003,9.835485458374023,0.8314470648765564,0.0051773274
447.63,205,921600,3355,163.29467271,125,0.07607421875,4490,-0.4501870634034276,-0.0004871250508585945,50.952268053591254,0.2,0.0003,16.01793098449707,0.8349753618240356,0.010684126
430.83,206,923648,3371,170.23858503,125,0.04228515625,4500,-0.4582255156710744,0.000497110650758259,89.79970171749592,0.2,0.0003,8.861837387084961,0.8706463575363159,0.002468152
429.99,207,925696,3387,170.20647826,125,0.012939453125,4510,-0.36531603913754224,-0.0006342414359096438,154.68232547044755,0.2,0.0003,36.01729965209961,0.8269996643066406,0.0013966314
429.17,208,927744,3404,173.57813764,125,0.121044921875,4520,-0.5081108745187521,3.916001442121342e-05,23.38502670228481,0.2,0.0003,12.523059844970703,0.9489549994468689,0.007032495
